,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
приобщение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['к+loc'],1
,,,,,
,,"['poss', 'HEAD']",1,['к+dat'],1
,,,,,
---,---,---,---,,
,,,,,
голосование,7,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",1,['по+dat'],1
,,,,,
,,['HEAD'],5,['на+loc'],1
,,,,,
,,"['HEAD', 'gen']",1,"['VERB,perf,intr neut,sing,past,indc']",1
,,,,,
,,,,['CONJ'],1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,['по+acc'],1
,,,,,
,,,,[],1
,,,,,
---,---,---,---,,
,,,,,
отравление,4,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",1,['на+loc'],1
,,,,,
,,"['HEAD', 'gen']",3,[],3
,,,,,
---,---,---,---,,
,,,,,
нанесение,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],3
,,,,,
,,"['HEAD', 'gen']",3,['dat'],1
,,,,,
---,---,---,---,,
,,,,,
извинение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
поступление,10,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],7,"['в+acc', 'с+ins']",1
,,,,,
,,"['poss', 'HEAD']",1,['на+acc'],2
,,,,,
,,"['HEAD', 'gen']",2,['в+acc'],2
,,,,,
,,,,['из+gen'],1
,,,,,
,,,,"['от+gen', 'на+loc']",1
,,,,,
,,,,[],3
,,,,,
---,---,---,---,,
,,,,,
расселение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],2
,,,,,
,,"['HEAD', 'gen']",1,,
,,,,,
---,---,---,---,,
,,,,,
общежитие,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['с+ins'],1
,,,,,
---,---,---,---,,
,,,,,
уклонение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['от+gen'],1
,,,,,
---,---,---,---,,
,,,,,
доведение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,['до+gen'],2
,,,,,
---,---,---,---,,
,,,,,
ощущение,9,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,['CONJ'],3
,,,,,
,,"['HEAD', 'gen', 'gen']",1,['с+ins'],1
,,,,,
,,"['HEAD', 'gen']",5,[],5
,,,,,
---,---,---,---,,
,,,,,
перепрограммирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
ознакомление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['с+ins', 'CONJ']",1
,,,,,
---,---,---,---,,
,,,,,
указание,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],2
,,,,,
,,"['HEAD', 'gen', 'gen']",1,[],3
,,,,,
,,"['HEAD', 'gen']",4,"['INFN,perf,tran']",1
,,,,,
---,---,---,---,,
,,,,,
выражение,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['на+loc'],1
,,,,,
,,"['poss', 'HEAD', 'gen']",1,['gen (ADJ)'],1
,,,,,
,,"['poss', 'HEAD']",1,[],3
,,,,,
,,"['HEAD', 'gen']",2,"['nom', 'на+acc']",1
,,,,,
---,---,---,---,,
,,,,,
исчезновение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
распадение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
заведение,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],4,['CONJ'],1
,,,,,
,,,,['на+loc'],1
,,,,,
,,,,['nom'],1
,,,,,
,,,,"['VERB,impf,intr sing,3per,pres,indc']",1
,,,,,
---,---,---,---,,
,,,,,
выселение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
бронирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
растяжение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
сомнение,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,['в+loc'],1
,,,,,
,,"['poss', 'HEAD']",1,"['INFN,perf,intr']",1
,,,,,
,,"['HEAD', 'gen']",2,[],3
,,,,,
,,,,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
наделение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",2,['nom'],1
,,,,,
,,,,['?'],1
,,,,,
---,---,---,---,,
,,,,,
обитание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
стимулирование,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
,,"['HEAD', 'gen']",3,['nom'],1
,,,,,
,,,,[],1
,,,,,
,,,,['для+gen'],1
,,,,,
---,---,---,---,,
,,,,,
звучание,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
,,"['HEAD', 'gen']",3,[],3
,,,,,
---,---,---,---,,
,,,,,
доминирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
вооружение,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['в+loc', 'CONJ']",1
,,,,,
,,"['HEAD', 'gen', 'gen']",1,[],3
,,,,,
,,"['HEAD', 'gen']",2,,
,,,,,
---,---,---,---,,
,,,,,
ухудшение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
засыпание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
сопротивление,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],1
,,,,,
,,"['HEAD', 'gen']",1,"['VERB,impf,tran sing,3per,pres,indc']",1
,,,,,
---,---,---,---,,
,,,,,
снятие,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['с+gen'],1
,,,,,
---,---,---,---,,
,,,,,
прощение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
послание,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['к+dat', 'acc']",1
,,,,,
,,"['poss', 'HEAD']",1,['dat'],2
,,,,,
,,"['HEAD', 'gen']",1,,
,,,,,
---,---,---,---,,
,,,,,
пребывание,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['на+loc'],1
,,,,,
,,"['poss', 'HEAD']",2,['в+loc'],4
,,,,,
,,"['HEAD', 'gen']",1,,
,,,,,
---,---,---,---,,
,,,,,
замещение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
сложение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['с+gen'],1
,,,,,
---,---,---,---,,
,,,,,
поручение,9,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,"['PRTS,perf,past,pssv neut,sing', 'VERB,perf,tran sing,3per,futr,indc']",1
,,,,,
,,"['HEAD', 'gen']",6,['о+loc'],1
,,,,,
,,,,[],6
,,,,,
,,,,['dat'],1
,,,,,
---,---,---,---,,
,,,,,
изображение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,"['при+loc', 'VERB,impf,intr plur,past,indc']",1
,,,,,
---,---,---,---,,
,,,,,
нежелание,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,"['INFN,impf,intr']",1
,,,,,
,,"['HEAD', 'gen']",2,"['INFN,impf,tran']",2
,,,,,
,,,,[],1
,,,,,
---,---,---,---,,
,,,,,
разочарование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
понимание,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],4
,,,,,
,,"['poss', 'HEAD', 'gen']",1,['к+dat'],1
,,,,,
,,"['poss', 'HEAD']",1,,
,,,,,
,,"['HEAD', 'gen']",2,,
,,,,,
---,---,---,---,,
,,,,,
урегулирование,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
прохождение,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['acc'],1
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
удивление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
расширение,7,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen', 'gen']",1,"['в+NUMB,intg']",1
,,,,,
,,"['HEAD', 'gen']",6,[],5
,,,,,
,,,,"['после+ADJF,Anum femn,sing,gent']",1
,,,,,
---,---,---,---,,
,,,,,
снабжение,4,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",2,[],4
,,,,,
,,"['HEAD', 'ins', 'gen']",1,,
,,,,,
,,"['HEAD', 'gen', 'ins']",1,,
,,,,,
---,---,---,---,,
,,,,,
пользование,4,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",4,[],4
,,,,,
---,---,---,---,,
,,,,,
питание,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['со+gen'],1
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
перевооружение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['за+gen'],1
,,,,,
---,---,---,---,,
,,,,,
совершение,12,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",12,['nom'],1
,,,,,
,,,,[],11
,,,,,
---,---,---,---,,
,,,,,
применение,7,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,"['dat', 'acc']",1
,,,,,
,,"['HEAD', 'gen']",4,[],3
,,,,,
,,,,['к+dat'],3
,,,,,
---,---,---,---,,
,,,,,
освещение,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['по+dat'],1
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
потребление,7,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['в+loc'],1
,,,,,
,,"['HEAD', 'gen']",5,[],5
,,,,,
,,,,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
сновидение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
предсказание,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
задержание,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['nom'],1
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
электроснабжение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
закрепление,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['на+loc'],1
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
событие,25,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],15,['для+gen'],1
,,,,,
,,"['HEAD', 'gen']",10,"['NOUN,inan,neut,Fixd sing,nomn']",1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,['CONJ'],2
,,,,,
,,,,"['VERB,impf,intr plur,past,indc', 'ADJS neut,sing', 'UNKN', 'VERB,perf,tran masc,sing,past,indc', 'nom']",1
,,,,,
,,,,[],6
,,,,,
,,,,"['VERB,perf,intr masc,sing,past,indc']",1
,,,,,
,,,,['по+dat'],1
,,,,,
,,,,"['PNCT', 'с+NUMB,intg', 'VERB,impf,tran sing,3per,pres,indc']",1
,,,,,
,,,,['nom'],2
,,,,,
,,,,['в+gen'],1
,,,,,
,,,,"['во+acc', 'VERB,impf,intr masc,sing,past,indc']",1
,,,,,
,,,,"['VERB,perf,intr neut,sing,past,indc']",1
,,,,,
,,,,"['VERB,impf,tran sing,3per,pres,indc']",1
,,,,,
,,,,"['на+loc', 'UNKN']",1
,,,,,
,,,,['acc'],2
,,,,,
,,,,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
приземление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['на+acc'],1
,,,,,
---,---,---,---,,
,,,,,
завещание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
поддержание,4,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",4,['в+loc'],1
,,,,,
,,,,[],3
,,,,,
---,---,---,---,,
,,,,,
одобрение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
поколение,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['LATN'],1
,,,,,
,,"['poss', 'HEAD']",1,[],4
,,,,,
,,"['HEAD', 'gen']",3,"['LATN', 'nom']",1
,,,,,
---,---,---,---,,
,,,,,
уменьшение,3,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",3,[],3
,,,,,
---,---,---,---,,
,,,,,
зажигание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
мышление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
воспевание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
оправдание,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
призвание,3,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",2,[],3
,,,,,
,,"['HEAD', 'gen']",1,,
,,,,,
---,---,---,---,,
,,,,,
проживание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
ношение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
финансирование,14,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,['по+dat'],1
,,,,,
,,"['HEAD', 'gen']",13,['на+loc'],1
,,,,,
,,,,[],11
,,,,,
,,,,['dat'],1
,,,,,
---,---,---,---,,
,,,,,
ускорение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
новообразование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['NUMB,intg']",1
,,,,,
---,---,---,---,,
,,,,,
кондиционирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
расхождение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['между+ins'],2
,,,,,
---,---,---,---,,
,,,,,
вложение,6,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],4,['в+acc'],3
,,,,,
,,"['HEAD', 'gen']",2,"['в+acc', 'nom']",1
,,,,,
,,,,['за+ins'],1
,,,,,
,,,,[],1
,,,,,
---,---,---,---,,
,,,,,
недоумение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['PRTS,perf,past,pssv masc,sing']",1
,,,,,
---,---,---,---,,
,,,,,
строение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['nom'],1
,,,,,
,,"['HEAD', 'gen']",1,['acc'],1
,,,,,
---,---,---,---,,
,,,,,
телевидение,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['CONJ'],1
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
,,,,"['VERB,impf,intr sing,3per,pres,indc']",1
,,,,,
---,---,---,---,,
,,,,,
устремление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
подведение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen', 'gen']",1,[],2
,,,,,
,,"['HEAD', 'gen']",1,,
,,,,,
---,---,---,---,,
,,,,,
теплоснабжение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
свершение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
восстание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
вступление,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,['в+PNCT'],1
,,,,,
,,"['poss', 'HEAD']",1,['в+acc'],3
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
счастие,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
оживление,4,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",4,[],4
,,,,,
---,---,---,---,,
,,,,,
кение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['nom'],1
,,,,,
---,---,---,---,,
,,,,,
предупреждение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['об+loc'],1
,,,,,
,,,,"['для+acc', 'VERB,impf,intr plur,past,indc']",1
,,,,,
---,---,---,---,,
,,,,,
интегрирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
подчинение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['у+gen'],1
,,,,,
,,,,['dat'],1
,,,,,
---,---,---,---,,
,,,,,
усиление,8,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",8,[],8
,,,,,
---,---,---,---,,
,,,,,
предоставление,14,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],3,"['acc', 'INFN,perf,intr']",1
,,,,,
,,"['HEAD', 'gen']",11,['gen (ADJ)'],1
,,,,,
,,,,[],9
,,,,,
,,,,['dat'],3
,,,,,
---,---,---,---,,
,,,,,
возбуждение,6,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",6,['в+loc'],1
,,,,,
,,,,[],5
,,,,,
---,---,---,---,,
,,,,,
хищение,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,"['nom', 'nom']",1
,,,,,
,,"['HEAD', 'gen']",3,['у+PNCT'],1
,,,,,
,,,,[],2
,,,,,
---,---,---,---,,
,,,,,
определение,10,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['CONJ'],1
,,,,,
,,"['HEAD', 'gen']",8,"['VERB,perf,tran femn,sing,past,indc']",1
,,,,,
,,,,[],8
,,,,,
---,---,---,---,,
,,,,,
требование,34,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],15,['к+acc'],1
,,,,,
,,"['poss', 'HEAD']",1,['к+dat'],4
,,,,,
,,"['HEAD', 'gen']",18,['LATN'],1
,,,,,
,,,,"['до+NUMB,intg', 'INFN,perf,tran']",1
,,,,,
,,,,"['INFN,impf,tran']",1
,,,,,
,,,,[],14
,,,,,
,,,,"['к+dat', 'INFN,impf,tran']",1
,,,,,
,,,,['о+loc'],1
,,,,,
,,,,['об+loc'],2
,,,,,
,,,,"['VERB,impf,tran plur,1per,pres,indc']",1
,,,,,
,,,,['nom'],2
,,,,,
,,,,"['UNKN', 'от+gen']",1
,,,,,
,,,,"['к+dat', 'dat']",1
,,,,,
,,,,"['INFN,perf,tran']",3
,,,,,
---,---,---,---,,
,,,,,
отчисление,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['в+acc'],1
,,,,,
---,---,---,---,,
,,,,,
энергоресурсосбережение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['CONJ'],1
,,,,,
---,---,---,---,,
,,,,,
видение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD', 'gen']",1,['nom'],1
,,,,,
---,---,---,---,,
,,,,,
слияние,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,['nom'],1
,,,,,
,,,,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
постановление,10,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],8,['с+ins'],1
,,,,,
,,"['HEAD', 'gen']",2,['об+loc'],1
,,,,,
,,,,['на+acc'],1
,,,,,
,,,,['о+loc'],2
,,,,,
,,,,['CONJ'],1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,[],2
,,,,,
,,,,['без+gen'],1
,,,,,
---,---,---,---,,
,,,,,
незнание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
рефинансирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
отключение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,[],2
,,,,,
---,---,---,---,,
,,,,,
содержание,12,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,['в+loc'],1
,,,,,
,,"['HEAD', 'gen']",11,[],11
,,,,,
---,---,---,---,,
,,,,,
реформирование,4,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",4,[],4
,,,,,
---,---,---,---,,
,,,,,
преступление,14,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],6,['за+acc'],2
,,,,,
,,"['poss', 'HEAD']",2,['nom'],2
,,,,,
,,"['HEAD', 'gen']",6,['на+acc'],1
,,,,,
,,,,['CONJ'],1
,,,,,
,,,,['в+loc'],1
,,,,,
,,,,[],7
,,,,,
---,---,---,---,,
,,,,,
хранение,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['PREP'],1
,,,,,
,,"['HEAD', 'gen']",3,['nom'],1
,,,,,
,,,,[],2
,,,,,
---,---,---,---,,
,,,,,
взаимоотношение,4,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['со+ins'],1
,,,,,
,,"['HEAD', 'gen']",2,[],1
,,,,,
,,,,"['NOUN,inan,masc,Fixd,Abbr sing,gent']",1
,,,,,
,,,,['между+ins'],1
,,,,,
---,---,---,---,,
,,,,,
семидесятилетие,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,['nom'],1
,,,,,
---,---,---,---,,
,,,,,
софинансирование,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['по+INTJ'],1
,,,,,
---,---,---,---,,
,,,,,
поздравление,3,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,"['на+loc', 'nom']",1
,,,,,
,,"['poss', 'HEAD']",1,['с+ins'],1
,,,,,
,,,,[],1
,,,,,
---,---,---,---,,
,,,,,
нападение,5,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],4,['на+loc'],1
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
,,,,['на+acc'],3
,,,,,
---,---,---,---,,
,,,,,
окончание,15,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['nom'],1
,,,,,
,,"['poss', 'HEAD']",1,[],13
,,,,,
,,"['HEAD', 'gen']",12,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
свечение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
разделение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD', 'gen']",1,[],2
,,,,,
,,"['HEAD', 'gen']",1,,
,,,,,
---,---,---,---,,
,,,,,
предписание,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],2,['об+loc'],2
,,,,,
---,---,---,---,,
,,,,,
нахождение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['во+loc'],1
,,,,,
---,---,---,---,,
,,,,,
ослабление,2,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",2,['по+dat'],1
,,,,,
,,,,[],1
,,,,,
---,---,---,---,,
,,,,,
гудение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,['nom'],1
,,,,,
---,---,---,---,,
,,,,,
давление,7,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],4,['со+gen'],1
,,,,,
,,"['HEAD', 'gen']",3,['в+loc'],1
,,,,,
,,,,[],2
,,,,,
,,,,['на+acc'],3
,,,,,
---,---,---,---,,
,,,,,
пресечение,3,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'ins']",1,['на+loc'],1
,,,,,
,,['HEAD'],1,[],1
,,,,,
,,"['HEAD', 'gen']",1,['PNCT'],1
,,,,,
---,---,---,---,,
,,,,,
протяжение,12,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",12,[],11
,,,,,
,,,,"['UNKN', 'nom', 'между+ins']",1
,,,,,
---,---,---,---,,
,,,,,
скитание,1,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,['по+dat'],1
,,,,,
---,---,---,---,,
,,,,,
долголетие,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['poss', 'HEAD']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
похищение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen', 'ins']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
недопущение,2,модели управления,количество,адъюнкты,количество
,,,,,
,,['HEAD'],1,[],1
,,,,,
,,"['HEAD', 'gen']",1,['к+dat'],1
,,,,,
---,---,---,---,,
,,,,,
схождение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen', 'gen']",1,[],1
,,,,,
---,---,---,---,,
,,,,,
отнесение,1,модели управления,количество,адъюнкты,количество
,,,,,
,,"['HEAD', 'gen']",1,"['на+loc', 'к+dat']",1
,,,,,
---,---,---,---,,
